subject	fname	cond	centroid	sd	kur	skew	dur	amp
subject_1 	 sack_subject_1 	 s 	9420.237718	3480.280789	1.35354125	0.422917439	0.185567253	0.041127249
subject_1 	 sad_subject_1 	 s 	8985.269003	3666.327487	0.896840179	0.161590796	0.175075819	0.032229205
subject_1 	 sap_subject_1 	 s 	8362.831116	3330.977804	1.811165302	0.447252409	0.1797667	0.030610658
subject_1 	 sat_subject_1 	 s 	9318.265451	3487.927235	0.978343546	0.406994737	0.198076272	0.041601924
subject_1 	 sax_subject_1 	 s 	9070.430762	3770.248611	0.556079329	0.431373822	0.161709327	0.036179929
subject_1 	 scent_subject_1 	 s 	9504.413908	3554.913011	0.560681062	0.391380747	0.174420104	0.050399977
subject_1 	 seal_subject_1 	 s 	8076.092397	3110.348884	2.857359873	0.602705115	0.206045727	0.077340455
subject_1 	 seat_subject_1 	 s 	9184.931385	3357.073339	1.160102533	0.442338457	0.214872655	0.048144884
subject_1 	 see_subject_1 	 s 	7815.360227	3309.369687	2.024935715	0.922727092	0.207609354	0.040892765
subject_1 	 seek_subject_1 	 s 	9035.338539	3276.209524	1.348688443	0.685608458	0.209828696	0.072501104
subject_1 	 seem_subject_1 	 s 	8275.86438	3739.127551	1.031849885	0.657590866	0.194192423	0.035094176
subject_1 	 self_subject_1 	 s 	9430.421933	3715.966205	0.444484601	0.495210109	0.156614928	0.041485652
subject_1 	 sell_subject_1 	 s 	9699.771007	3603.394152	0.627513207	0.322158401	0.25497213	0.040418396
subject_1 	 send_subject_1 	 s 	8432.18999	3721.077805	0.983231379	0.423969193	0.208517267	0.0284488
subject_1 	 set_subject_1 	 s 	9275.327941	3584.066584	0.738473549	0.580497512	0.189148464	0.064606572
subject_1 	 sick_subject_1 	 s 	9449.565827	3263.924325	1.009950869	0.534628744	0.20821463	0.065897051
subject_1 	 side_subject_1 	 s 	9389.735694	3762.150532	0.47346749	0.173854845	0.159338666	0.035483719
subject_1 	 sigh_subject_1 	 s 	8022.238956	3397.954949	1.879347071	0.56911826	0.150814376	0.024990863
subject_1 	 sin_subject_1 	 s 	9720.571118	3738.061752	0.367848903	0.351229179	0.228844422	0.040638765
subject_1 	 sip_subject_1 	 s 	9344.868318	3600.753243	0.767885747	0.356772891	0.192931434	0.076355688
subject_1 	 sob_subject_1 	 s 	9263.875997	3463.287395	0.865120642	0.437109402	0.166450649	0.056902208
subject_1 	 sock_subject_1 	 s 	9228.859158	3710.959647	0.708941612	0.506687575	0.157371522	0.042497026
subject_1 	 soft_subject_1 	 s 	8033.424984	3914.653805	0.482582536	0.611688553	0.170233618	0.022331598
subject_1 	 son_subject_1 	 s 	8950.965191	3481.232853	1.080821484	0.629289744	0.193338059	0.039035703
subject_1 	 soon_subject_1 	 s 	8122.871966	3261.839998	1.611945095	0.873910095	0.228844422	0.068351898
subject_1 	 sore_subject_1 	 s 	9412.503411	3671.548121	-0.234569115	0.271647267	0.199992976	0.069427436
subject_1 	 soup_subject_1 	 s 	8732.551759	3580.626382	0.450574897	0.215543112	0.206398804	0.028940617
subject_1 	 suck_subject_1 	 s 	8280.56398	3234.997136	1.518794009	0.460142878	0.22173244	0.054850351
subject_1 	 surf_subject_1 	 s 	7714.690458	3593.499007	0.78217271	0.628782256	0.203523748	0.025175216
subject_1 	 sword_subject_1 	 s 	8131.654866	3159.903331	1.802413413	0.653857936	0.192073961	0.042972511
subject_1 	 chef_subject_1 	 sh 	5148.189861	2995.94514	5.177103145	1.876794535	0.202538843	0.035565871
subject_1 	 shack_subject_1 	 sh 	4902.847136	3094.57463	5.65187703	1.953141199	0.178723562	0.041078546
subject_1 	 shag_subject_1 	 sh 	5764.734452	3224.875654	3.528011775	1.479143729	0.165750856	0.030532868
subject_1 	 shall_subject_1 	 sh 	5704.509727	3557.477615	2.56762452	1.382061738	0.172220535	0.018871431
subject_1 	 sham_subject_1 	 sh 	5241.166563	3170.484989	5.097673946	1.978308469	0.196775604	0.03412874
subject_1 	 shank_subject_1 	 sh 	5602.829188	3299.978981	3.204431422	1.555430313	0.186601122	0.030640879
subject_1 	 shawl_subject_1 	 sh 	5119.827135	3587.992282	3.08888279	1.675312135	0.169246951	0.024474878
subject_1 	 she_subject_1 	 sh 	5725.120503	3200.649097	3.823716915	1.698118028	0.21305683	0.040210834
subject_1 	 shed_subject_1 	 sh 	5406.324302	3099.435887	4.800813736	1.756088451	0.166040119	0.026944458
subject_1 	 sheen_subject_1 	 sh 	5163.990591	3138.299201	5.085420012	1.976991981	0.20196012	0.034406192
subject_1 	 sheep_subject_1 	 sh 	5689.508357	3190.198882	3.849769946	1.736550603	0.201304406	0.044129509
subject_1 	 sheet_subject_1 	 sh 	5000.106683	3084.528683	5.659585037	2.070635347	0.233030908	0.039695669
subject_1 	 shelf_subject_1 	 sh 	5512.938446	3228.531112	3.605699936	1.586842848	0.163928669	0.024812901
subject_1 	 shell_subject_1 	 sh 	5403.537608	3250.576137	4.33835341	1.75903359	0.175832412	0.022659344
subject_1 	 shelve_subject_1 	 sh 	5819.053254	3306.036138	3.068304796	1.440427277	0.156564489	0.027031001
subject_1 	 shield_subject_1 	 sh 	5306.095727	3237.686196	4.530563724	1.89025709	0.191266927	0.029857426
subject_1 	 shift_subject_1 	 sh 	5512.831709	3144.894572	3.83116404	1.638889086	0.198025832	0.029714722
subject_1 	 shin_subject_1 	 sh 	5266.519999	3170.367905	4.803241131	1.91895363	0.188190112	0.035409364
subject_1 	 shine_subject_1 	 sh 	5376.544614	3206.830516	4.116302932	1.72723854	0.175731533	0.030142049
subject_1 	 ship_subject_1 	 sh 	5778.803284	3242.778146	3.389304537	1.548002086	0.197370118	0.037889755
subject_1 	 shirt_subject_1 	 sh 	5115.403407	3360.01148	4.474648277	1.849937026	0.218201668	0.023439468
subject_1 	 shock_subject_1 	 sh 	5647.116857	3239.579983	3.573639458	1.569682855	0.165845374	0.030306777
subject_1 	 shoe_subject_1 	 sh 	5034.280222	3493.447136	3.544134103	1.695467185	0.203372429	0.024503803
subject_1 	 shoot_subject_1 	 sh 	5629.481738	3344.290089	3.187212501	1.553827186	0.187635277	0.030048187
subject_1 	 shop_subject_1 	 sh 	5296.609872	3345.795786	4.099376426	1.76245331	0.201304406	0.023921229
subject_1 	 shore_subject_1 	 sh 	5465.393164	3474.508228	2.946358626	1.518835672	0.198681547	0.028207744
subject_1 	 shot_subject_1 	 sh 	5619.537667	3136.367614	3.99654603	1.612369825	0.188190112	0.0324727
subject_1 	 shove_subject_1 	 sh 	5654.774131	3340.856471	3.165751753	1.521809385	0.198681547	0.027906111
subject_1 	 shut_subject_1 	 sh 	5850.372567	3269.82506	3.465178373	1.57383037	0.188845827	0.034436544
subject_1 	 shy_subject_1 	 sh 	4958.934967	2971.616245	5.835491532	1.921825943	0.145266021	0.024209865
subject_11 	 sack_subject_11 	 s 	9347.519666	3480.97973	0.688863217	0.335807165	0.327567266	0.102352139
subject_11 	 sad_subject_11 	 s 	9555.062353	3671.520005	0.830214809	0.38246587	0.256170599	0.07764103
subject_11 	 sap_subject_11 	 s 	9809.95698	3663.659187	0.689032808	0.369855041	0.241169172	0.108658345
subject_11 	 sat_subject_11 	 s 	9568.179816	3413.143084	0.81268898	0.469624934	0.255923051	0.090597742
subject_11 	 sax_subject_11 	 s 	8690.993413	3695.899806	0.683518699	0.36106711	0.194070252	0.068713017
subject_11 	 scent_subject_11 	 s 	9436.52471	3785.996494	0.269855048	0.170364814	0.209454638	0.085800719
subject_11 	 seal_subject_11 	 s 	9549.192932	3386.136067	0.918933974	0.345470522	0.305796206	0.104949276
subject_11 	 seat_subject_11 	 s 	8846.48146	3628.552116	0.428597857	0.424028936	0.442616363	0.088056886
subject_11 	 seek_subject_11 	 s 	9436.271962	3584.943252	0.602978666	0.28168356	0.290600971	0.064149002
subject_11 	 seem_subject_11 	 s 	9706.492016	3677.003264	0.709583552	0.222955143	0.259516945	0.107781462
subject_11 	 self_subject_11 	 s 	9107.571653	3847.837291	0.047749554	0.362935374	0.264182701	0.075783356
subject_11 	 send_subject_11 	 s 	8916.477769	3648.077317	0.56248093	0.400473956	0.248135799	0.07331777
subject_11 	 set_subject_11 	 s 	9024.750885	3166.505098	1.392455104	0.587203796	0.28221522	0.092683665
subject_11 	 sick_subject_11 	 s 	9253.68737	3304.974192	0.889219581	0.379121773	0.294304982	0.078822241
subject_11 	 side_subject_11 	 s 	9393.074558	3806.858589	0.333993118	0.337576688	0.262921686	0.106520037
subject_11 	 sigh_subject_11 	 s 	9588.606799	3683.595505	0.628209091	0.203573706	0.251572548	0.124475554
subject_11 	 sin_subject_11 	 s 	9136.854037	3412.429829	0.699522647	0.404185618	0.248924416	0.079332282
subject_11 	 sip_subject_11 	 s 	9398.734102	3576.161023	0.639933682	0.520079869	0.300815195	0.084508021
subject_11 	 sob_subject_11 	 s 	8560.308544	3535.708862	0.586556984	0.515861586	0.218786151	0.074208817
subject_11 	 sock_subject_11 	 s 	8361.348826	3460.030368	0.931737945	0.643300231	0.251897993	0.097079028
subject_11 	 soft_subject_11 	 s 	8360.428583	3456.104273	0.82852813	0.449223553	0.227045801	0.068258041
subject_11 	 son_subject_11 	 s 	8894.250773	3495.934895	0.747462983	0.403134003	0.255986102	0.094086663
subject_11 	 soon_subject_11 	 s 	8948.764331	3406.582564	0.842786993	0.147018237	0.26077796	0.107886274
subject_11 	 sore_subject_11 	 s 	9135.571604	3005.950946	1.210412411	0.394465252	0.274270824	0.114640015
subject_11 	 soup_subject_11 	 s 	8532.046853	3331.617601	0.89548491	0.440133644	0.290537921	0.100408855
subject_11 	 suck_subject_11 	 s 	9310.399923	3622.201653	0.354221638	0.275704602	0.283665387	0.085706054
subject_11 	 surf_subject_11 	 s 	8786.189735	3263.607698	1.027620665	0.31424705	0.220929877	0.106616796
subject_11 	 sword_subject_11 	 s 	8451.047242	3247.535228	0.950587871	0.528276618	0.287133179	0.099430996
subject_11 	 chef_subject_11 	 sh 	5864.174611	3257.885009	3.46759832	1.563897243	0.254220681	0.098818481
subject_11 	 shack_subject_11 	 sh 	5972.635196	3838.371321	2.686321031	1.56382385	0.250374584	0.083682154
subject_11 	 shag_subject_11 	 sh 	6082.915281	3804.122391	2.329803171	1.411186121	0.254426352	0.080136028
subject_11 	 shall_subject_11 	 sh 	5921.7138	3821.998296	2.213193707	1.506645184	0.264750158	0.060054624
subject_11 	 sham_subject_11 	 sh 	5970.22038	3650.166583	3.144122356	1.604409306	0.281584712	0.083834884
subject_11 	 shank_subject_11 	 sh 	5621.764746	3436.847386	4.576292938	1.917603326	0.281702646	0.091195702
subject_11 	 shawl_subject_11 	 sh 	5735.674174	3692.081034	2.899531564	1.593918205	0.276162346	0.0698595
subject_11 	 she_subject_11 	 sh 	5954.59257	3562.188699	2.993035326	1.446758337	0.27313591	0.07076235
subject_11 	 sheen_subject_11 	 sh 	5822.412756	3710.109095	3.067701326	1.683379614	0.312101282	0.11342709
subject_11 	 sheep_subject_11 	 sh 	5935.641648	3537.868408	3.772589965	1.727761786	0.246528487	0.113751253
subject_11 	 sheet_subject_11 	 sh 	6031.585171	3629.874891	3.063936659	1.656534079	0.342365649	0.117141044
subject_11 	 shelf_subject_11 	 sh 	6352.142991	3999.03121	1.933686838	1.380945269	0.213868192	0.096691933
subject_11 	 shell_subject_11 	 sh 	6265.660162	3853.957287	2.440857674	1.475289104	0.285746063	0.098001573
subject_11 	 shelve_subject_11 	 sh 	5737.182261	3233.392465	3.996802724	1.619640797	0.213111582	0.089221158
subject_11 	 shield_subject_11 	 sh 	5789.29899	3575.262863	3.921402223	1.821992203	0.281458611	0.104929889
subject_11 	 shift_subject_11 	 sh 	5743.81048	3528.66491	3.502210836	1.711346744	0.29129453	0.075509208
subject_11 	 shin_subject_11 	 sh 	5789.204689	3669.275248	3.383924249	1.703736443	0.276036245	0.078898469
subject_11 	 ship_subject_11 	 sh 	5812.918463	3405.851657	3.357601315	1.646637586	0.233756016	0.077579183
subject_11 	 shirt_subject_11 	 sh 	6162.389382	3968.698554	1.797175798	1.384029813	0.302020485	0.058963896
subject_11 	 shoot_subject_11 	 sh 	6286.461627	4022.157646	1.549167253	1.314042021	0.324711435	0.102144466
subject_11 	 shop_subject_11 	 sh 	5793.518663	3805.950314	2.394496718	1.471529583	0.216390222	0.075335214
subject_11 	 shore_subject_11 	 sh 	5859.162534	3711.811454	2.662421405	1.52161622	0.246213234	0.055828286
subject_11 	 shot_subject_11 	 sh 	5815.526035	3305.109769	3.380580167	1.533040915	0.286565722	0.08070901
subject_11 	 shove_subject_11 	 sh 	5672.672745	3524.451561	3.293337187	1.617755299	0.254725087	0.075372209
subject_11 	 shut_subject_11 	 sh 	5952.353623	3754.034942	2.615505795	1.515294673	0.258760336	0.060140243
subject_11 	 shy_subject_11 	 sh 	5818.345203	3944.49033	1.958943006	1.450833396	0.22610004	0.056208461
subject_12 	 sack_subject_12 	 s 	7563.49723	3646.415635	1.635864167	1.045416459	0.193486269	0.022261596
subject_12 	 sad_subject_12 	 s 	8251.787494	3937.107097	0.835516702	0.797876103	0.179363184	0.022231248
subject_12 	 sap_subject_12 	 s 	7948.656939	3789.65239	1.236074184	0.960293224	0.225969365	0.029991102
subject_12 	 sat_subject_12 	 s 	7993.61114	3774.765618	0.947860505	0.871431156	0.182187801	0.030969887
subject_12 	 sax_subject_12 	 s 	7700.901452	3350.0501	2.464253785	1.114090852	0.160297019	0.025999808
subject_12 	 scent_subject_12 	 s 	7833.369919	3830.348425	1.208889493	1.043443814	0.189501541	0.027421821
subject_12 	 seal_subject_12 	 s 	8243.817358	3733.966325	1.160730978	0.961807461	0.25245015	0.043453174
subject_12 	 seat_subject_12 	 s 	7374.428676	3700.088587	1.612091581	1.093309188	0.216688481	0.028042419
subject_12 	 see_subject_12 	 s 	7542.256394	3759.34209	1.152007755	0.950322224	0.224910134	0.028202204
subject_12 	 seek_subject_12 	 s 	8118.682363	3891.250681	1.053539447	0.884385174	0.191367806	0.030709673
subject_12 	 seem_subject_12 	 s 	8133.346758	3814.852202	0.889089096	0.767920011	0.207861552	0.025519091
subject_12 	 self_subject_12 	 s 	8041.158673	3448.800345	1.629047008	0.813749148	0.221026286	0.033850711
subject_12 	 sell_subject_12 	 s 	6901.976137	3758.466714	1.654845109	0.955667758	0.204784737	0.01951339
subject_12 	 send_subject_12 	 s 	7653.798204	3545.252288	1.828309598	0.999349594	0.184255824	0.026672775
subject_12 	 set_subject_12 	 s 	7397.544679	3560.142555	2.16533806	1.221954567	0.188240552	0.028819106
subject_12 	 sick_subject_12 	 s 	7730.324871	3609.44739	1.579117637	1.026196025	0.212793889	0.033974356
subject_12 	 side_subject_12 	 s 	7669.502842	4074.943531	0.813409579	0.682641029	0.171898124	0.01621837
subject_12 	 sigh_subject_12 	 s 	7830.152573	3850.713824	1.062708421	0.877643758	0.166652407	0.02531347
subject_12 	 sin_subject_12 	 s 	7617.277355	3645.141758	1.191523256	0.851051165	0.183398351	0.043068441
subject_12 	 sip_subject_12 	 s 	7256.969205	3699.583783	1.790994154	1.086199985	0.191872202	0.023256251
subject_12 	 sob_subject_12 	 s 	7573.044094	3955.063527	1.113089115	0.911064465	0.211643128	0.019233467
subject_12 	 sock_subject_12 	 s 	7871.095212	3840.274991	1.064571703	0.830265764	0.190661652	0.028903536
subject_12 	 soft_subject_12 	 s 	7678.818116	3682.313202	1.121081644	0.933946198	0.185567253	0.036989916
subject_12 	 son_subject_12 	 s 	7480.462898	3940.733833	0.827083846	0.924021792	0.166551528	0.022590292
subject_12 	 soon_subject_12 	 s 	7325.550198	3969.5266	1.059594963	0.952939719	0.180977251	0.023789526
subject_12 	 sore_subject_12 	 s 	7255.708427	3901.540839	0.652120749	0.683657365	0.237570471	0.021941661
subject_12 	 soup_subject_12 	 s 	7293.509249	3458.348717	2.103369199	1.245744085	0.220320131	0.043545391
subject_12 	 suck_subject_12 	 s 	7510.471864	3691.704992	1.452614511	1.038703312	0.166652407	0.024917666
subject_12 	 surf_subject_12 	 s 	7235.66577	3902.817942	1.094044148	1.059846808	0.208819905	0.034725094
subject_12 	 sword_subject_12 	 s 	7079.738209	4105.151133	0.873477431	1.073743994	0.186071649	0.036760988
subject_12 	 chef_subject_12 	 sh 	5175.071895	3403.357112	3.618878933	1.612415656	0.170082299	0.019914467
subject_12 	 shack_subject_12 	 sh 	5782.596134	3493.935875	2.651903281	1.383139654	0.195001209	0.026090787
subject_12 	 shag_subject_12 	 sh 	5364.096829	3653.968555	2.744280978	1.535206052	0.205238694	0.029685836
subject_12 	 shall_subject_12 	 sh 	5142.009367	3905.505326	2.819793771	1.620427914	0.188543189	0.028131993
subject_12 	 sham_subject_12 	 sh 	5356.520416	3852.048347	2.484426526	1.567590479	0.218907823	0.025980269
subject_12 	 shank_subject_12 	 sh 	5299.817545	3538.065378	2.504294979	1.474648073	0.203372429	0.025800297
subject_12 	 shawl_subject_12 	 sh 	5175.636892	3583.469793	3.725710305	1.796183964	0.191266927	0.031092581
subject_12 	 she_subject_12 	 sh 	5088.805198	3656.229941	3.147401565	1.660281792	0.203927264	0.017914744
subject_12 	 shed_subject_12 	 sh 	5471.490149	3457.048665	3.10776691	1.549735954	0.201506164	0.036877456
subject_12 	 sheen_subject_12 	 sh 	5754.852577	3824.698721	2.224385597	1.395611155	0.214872655	0.019410542
subject_12 	 sheep_subject_12 	 sh 	5828.48167	3921.39856	2.255806179	1.483936436	0.227532993	0.026944462
subject_12 	 sheet_subject_12 	 sh 	5697.951694	3638.948693	2.858011922	1.553959125	0.2069032	0.030362761
subject_12 	 shelf_subject_12 	 sh 	5265.66907	3747.778525	2.756478433	1.549953565	0.16261724	0.023488179
subject_12 	 shell_subject_12 	 sh 	5730.231629	3744.283341	2.307888008	1.389136524	0.2635973	0.032063228
subject_12 	 shelve_subject_12 	 sh 	5241.149064	3757.984201	2.397610765	1.481937818	0.162415481	0.022073116
subject_12 	 shield_subject_12 	 sh 	5828.820499	3923.886484	1.839922024	1.361913809	0.2069032	0.023721478
subject_12 	 shift_subject_12 	 sh 	5871.929284	3648.815141	2.339002116	1.398450939	0.241504759	0.026253575
subject_12 	 shin_subject_12 	 sh 	5727.31003	3835.521486	2.522740351	1.565022832	0.16877087	0.029023911
subject_12 	 shine_subject_12 	 sh 	5385.924808	3833.852965	2.424593861	1.564416736	0.194898578	0.026735612
subject_12 	 ship_subject_12 	 sh 	5138.525471	3697.507477	3.304445824	1.710470224	0.218907823	0.024703326
subject_12 	 shirt_subject_12 	 sh 	5092.085667	3518.260385	3.056476979	1.558505348	0.189753739	0.029669894
subject_12 	 shock_subject_12 	 sh 	5421.215783	3895.413598	2.295758118	1.443829276	0.195503853	0.017187311
subject_12 	 shoe_subject_12 	 sh 	5773.463769	3826.685877	1.99626705	1.438420832	0.230811566	0.053416716
subject_12 	 shoot_subject_12 	 sh 	5504.246072	3914.173148	2.334324116	1.513391242	0.199740778	0.026365347
subject_12 	 shop_subject_12 	 sh 	5470.726504	3938.236995	1.932771732	1.38343223	0.163272954	0.018515465
subject_12 	 shore_subject_12 	 sh 	4964.539739	3405.00177	3.22406233	1.627972192	0.210333092	0.042368603
subject_12 	 shot_subject_12 	 sh 	5667.553749	3785.795997	2.175186421	1.417301036	0.179161425	0.02336741
subject_12 	 shove_subject_12 	 sh 	5042.327036	3755.263756	2.808598247	1.528717186	0.214872655	0.013420245
subject_12 	 shut_subject_12 	 sh 	5721.419585	3707.421392	2.252504059	1.39980524	0.182187801	0.024612538
subject_12 	 shy_subject_12 	 sh 	4793.824784	3727.573313	3.472483896	1.767515007	0.189501541	0.01940709
subject_13 	 sack_subject_13 	 s 	8570.946378	3766.569483	0.247258741	0.043709697	0.15418504	0.035512053
subject_13 	 sad_subject_13 	 s 	8359.679136	3942.256567	0.306852717	0.086438943	0.168201862	0.017700231
subject_13 	 sap_subject_13 	 s 	9988.918152	3643.522249	0.879119918	-0.270569342	0.189905328	0.072847511
subject_13 	 sat_subject_13 	 s 	9349.277462	3691.374799	0.874787685	0.1280446	0.177163694	0.032695531
subject_13 	 sax_subject_13 	 s 	8930.84506	3558.021407	0.650579854	-0.074288803	0.140338718	0.040562044
subject_13 	 scent_subject_13 	 s 	9667.011192	3411.355259	1.231995881	-0.1780338	0.162775996	0.040941438
subject_13 	 seal_subject_13 	 s 	9579.261006	3865.413546	0.328527402	-0.278301495	0.226077772	0.02864307
subject_13 	 seat_subject_13 	 s 	9509.281377	3400.251819	0.678336517	-0.272384548	0.189776141	0.064783443
subject_13 	 see_subject_13 	 s 	9406.391399	3640.043589	0.06627068	0.082358999	0.193005823	0.063361973
subject_13 	 seek_subject_13 	 s 	10199.21569	3642.277895	1.086208793	-0.615651324	0.166264053	0.077817142
subject_13 	 seem_subject_13 	 s 	9426.182142	3310.900734	0.987656453	0.151126493	0.176728224	0.049768026
subject_13 	 self_subject_13 	 s 	9375.607634	3559.076542	0.858890112	0.11076802	0.159546313	0.043460518
subject_13 	 sell_subject_13 	 s 	9504.264617	3800.902156	0.317860976	-0.22834803	0.170527233	0.02825046
subject_13 	 send_subject_13 	 s 	8586.400769	3563.917961	1.066357781	0.482275419	0.151988856	0.038850917
subject_13 	 set_subject_13 	 s 	9599.11904	4465.720789	-0.043206832	0.196778589	0.19026839	0.034373479
subject_13 	 sick_subject_13 	 s 	9075.967107	3570.70601	1.041150081	-0.063723878	0.189905328	0.029798631
subject_13 	 side_subject_13 	 s 	8419.017469	3653.15464	0.953962158	0.380645083	0.153732885	0.032931407
subject_13 	 sigh_subject_13 	 s 	8624.291569	3696.616335	0.537591658	-0.031102565	0.164326243	0.033223336
subject_13 	 sin_subject_13 	 s 	9262.779833	3457.009651	0.936783602	0.11062239	0.168959617	0.040122239
subject_13 	 sip_subject_13 	 s 	9479.008259	3527.440039	0.835653731	-0.059593057	0.181378967	0.041505335
subject_13 	 sob_subject_13 	 s 	8418.959601	4008.980591	0.597046976	0.43661112	0.143398083	0.027013126
subject_13 	 sock_subject_13 	 s 	9096.484615	3406.591783	0.483417914	-0.005138606	0.164584618	0.06243198
subject_13 	 soft_subject_13 	 s 	9186.291943	3490.112148	0.649719303	0.199013146	0.158125253	0.053639988
subject_13 	 son_subject_13 	 s 	9223.409804	3379.396084	1.222488454	-0.03425496	0.191072036	0.061754104
subject_13 	 soon_subject_13 	 s 	9774.945658	3517.448563	0.634386155	-0.034363453	0.170914795	0.06928339
subject_13 	 sore_subject_13 	 s 	8337.244509	3894.756483	0.250277192	0.104631023	0.196624375	0.03902101
subject_13 	 soup_subject_13 	 s 	9858.99845	3187.334339	0.857994664	-0.25235973	0.190809639	0.103424725
subject_13 	 suck_subject_13 	 s 	9396.286699	3305.074297	0.958177984	0.023953956	0.142097739	0.057214681
subject_13 	 surf_subject_13 	 s 	9907.282211	2965.583455	1.54562787	-0.279247313	0.171302357	0.124326707
subject_13 	 sword_subject_13 	 s 	9492.91313	3505.022892	1.085811026	-0.302422851	0.199805445	0.06500048
subject_13 	 chef_subject_13 	 sh 	5681.372862	3570.982548	1.300964433	1.119756995	0.162000872	0.065793256
subject_13 	 shack_subject_13 	 sh 	5979.444162	3748.929051	1.250547916	1.073580543	0.180360277	0.049519365
subject_13 	 shag_subject_13 	 sh 	5320.938057	3823.355276	2.086757275	1.439888694	0.155417219	0.044016268
subject_13 	 shall_subject_13 	 sh 	6032.262517	3883.343972	1.029454104	1.051118185	0.177180379	0.03446954
subject_13 	 sham_subject_13 	 sh 	5627.355936	3656.975163	1.881165328	1.224321415	0.180687484	0.072647513
subject_13 	 shank_subject_13 	 sh 	5778.754951	3715.944281	1.147636985	1.043938223	0.14647023	0.034741181
subject_13 	 shawl_subject_13 	 sh 	5381.533026	3517.183372	1.697479197	1.142372608	0.134100297	0.034262778
subject_13 	 she_subject_13 	 sh 	6063.209179	3496.312357	0.751286386	0.984547422	0.160110245	0.069519804
subject_13 	 shed_subject_13 	 sh 	5656.373603	3519.429218	1.725062431	1.247416512	0.156907629	0.055035295
subject_13 	 sheen_subject_13 	 sh 	5542.652265	3279.029409	1.931021713	1.287034709	0.20463268	0.049641805
subject_13 	 sheep_subject_13 	 sh 	5709.954178	3337.002589	1.378729564	1.097407447	0.20179056	0.041240601
subject_13 	 sheet_subject_13 	 sh 	5740.484197	3505.370269	1.390239568	1.230369576	0.183704338	0.064539819
subject_13 	 shelf_subject_13 	 sh 	5548.031529	3665.338857	2.032692246	1.269917301	0.15134292	0.026120397
subject_13 	 shell_subject_13 	 sh 	5466.613924	3451.868466	1.910064115	1.27165464	0.158125253	0.05793099
subject_13 	 shelve_subject_13 	 sh 	5903.812056	3569.346318	1.160569148	1.090145581	0.150309421	0.033518629
subject_13 	 shield_subject_13 	 sh 	5549.160563	3164.80879	2.24735593	1.402253137	0.182670839	0.062772463
subject_13 	 shift_subject_13 	 sh 	6008.030837	3671.199677	1.504641464	1.170880131	0.146950552	0.039525363
subject_13 	 shin_subject_13 	 sh 	5691.750424	3213.623068	2.475623176	1.351968791	0.164713805	0.079614586
subject_13 	 shine_subject_13 	 sh 	6198.540787	3939.775902	1.196233922	1.09531877	0.168985094	0.044163656
subject_13 	 ship_subject_13 	 sh 	6025.625916	3729.570213	0.791979973	0.943947683	0.1443842	0.032404121
subject_13 	 shirt_subject_13 	 sh 	6014.161538	3890.956075	0.544208679	0.997400978	0.160967373	0.045730402
subject_13 	 shock_subject_13 	 sh 	5480.119301	3841.363361	0.976357866	1.061328087	0.16568271	0.044695023
subject_13 	 shoe_subject_13 	 sh 	6410.01297	3936.061184	0.278487012	0.845681368	0.21613035	0.042121085
subject_13 	 shoot_subject_13 	 sh 	5855.064084	3687.991247	1.14330237	0.995781347	0.18215409	0.069746153
subject_13 	 shop_subject_13 	 sh 	5151.456268	3523.110367	2.30221534	1.274285244	0.157737691	0.03535071
subject_13 	 shore_subject_13 	 sh 	4683.131583	3967.149536	1.721950643	1.217896953	0.167685113	0.069590824
subject_13 	 shot_subject_13 	 sh 	6045.853172	3549.886493	1.342934567	1.056586074	0.173433948	0.04676228
subject_13 	 shove_subject_13 	 sh 	5766.322566	3424.321113	1.25434502	1.036726325	0.144689774	0.043437753
subject_13 	 shut_subject_13 	 sh 	5587.919207	3118.330265	2.77030043	1.307209486	0.170527233	0.05294282
subject_13 	 shy_subject_13 	 sh 	5014.401016	3857.261344	1.383026902	1.244299824	0.150180234	0.033992906
subject_14 	 sack_subject_14 	 s 	9035.04261	3711.21986	0.875237556	0.293625409	0.114206475	0.034791059
subject_14 	 sad_subject_14 	 s 	8670.79982	4356.852266	0.046440675	0.088082664	0.14304473	0.053174878
subject_14 	 sap_subject_14 	 s 	8202.145606	4055.385414	0.359756736	0.223175816	0.112062692	0.042294192
subject_14 	 sax_subject_14 	 s 	7102.229134	4448.804803	0.063201432	0.272361731	0.096077278	0.080709678
subject_14 	 scent_subject_14 	 s 	9184.399943	3874.096803	0.596161209	0.118313541	0.135793615	0.044689384
subject_14 	 seat_subject_14 	 s 	8500.403855	4401.229986	-0.053105075	-0.305623468	0.213633742	0.076360835
subject_14 	 see_subject_14 	 s 	9775.147197	4071.750723	0.001811174	0.299037525	0.148180937	0.049228748
subject_14 	 seek_subject_14 	 s 	8820.5903	4022.841585	0.40030988	0.118731927	0.173367576	0.093546663
subject_14 	 seem_subject_14 	 s 	9381.412875	4430.432111	0.093609009	-0.101563228	0.211380999	0.090247853
subject_14 	 sell_subject_14 	 s 	8950.538974	3647.847926	0.887302539	0.312886254	0.130520076	0.041757919
subject_14 	 send_subject_14 	 s 	8048.914729	4390.584916	0.088652604	0.028428856	0.179231228	0.131372742
subject_14 	 set_subject_14 	 s 	6432.294469	5082.669594	-0.708716986	0.23850947	0.176004345	0.297098706
