subject	fname	cond	centroid	sd	kur	skew	dur	amp
subject_50 	 shoe_subject_50 	 sh 	5860.192899	3785.082948	1.658256015	1.114721016	0.175963518	0.014814181
subject_50 	 shoot_subject_50 	 sh 	5727.694243	3824.301689	1.684742806	1.280515757	0.21852147	0.024633109
subject_50 	 shore_subject_50 	 sh 	5357.657408	3951.512864	1.470762345	1.126260062	0.179402544	0.012357405
subject_50 	 shove_subject_50 	 sh 	5863.811253	3651.120283	1.924830288	1.110612754	0.225041291	0.012525993
subject_50 	 shut_subject_50 	 sh 	5839.404473	3690.426525	1.881664921	1.242292519	0.136414714	0.020859016
subject_50 	 shy_subject_50 	 sh 	4999.00187	3587.584539	2.845279611	1.466492246	0.120867449	0.021851556
subject_52 	 sack_subject_52 	 s 	8719.068625	3567.885494	2.033000501	0.068097543	0.133484676	0.083201879
subject_52 	 sad_subject_52 	 s 	4776.202369	5465.149962	-0.137004212	0.894901013	0.140366552	0.448200224
subject_52 	 sap_subject_52 	 s 	8919.336677	3669.308562	1.559105597	0.07369679	0.146180552	0.087599626
subject_52 	 sat_subject_52 	 s 	8370.128396	3987.996524	1.032241685	-0.138051229	0.161249488	0.071389181
subject_52 	 sax_subject_52 	 s 	8506.023637	3299.547558	2.205152185	0.264214363	0.181539159	0.072010729
subject_52 	 scent_subject_52 	 s 	8126.694072	4071.818519	0.54975338	-0.305131504	0.158342489	0.07437242
subject_52 	 seal_subject_52 	 s 	8661.229646	2792.464474	3.234384429	-0.122445991	0.234992356	0.100200426
subject_52 	 seat_subject_52 	 s 	8312.645832	3696.487866	1.34686338	-0.425090225	0.195184259	0.138490243
subject_52 	 see_subject_52 	 s 	8643.800337	4085.035057	0.702381448	-0.557679639	0.176081119	0.169208007
subject_52 	 seek_subject_52 	 s 	9249.935127	3100.638518	2.861710044	0.527922088	0.270528943	0.072442425
subject_52 	 seem_subject_52 	 s 	9585.435056	4313.855639	0.631541552	-0.311495319	0.28951343	0.139852652
subject_52 	 self_subject_52 	 s 	6875.518289	4822.07225	-0.496591019	0.023889573	0.214821338	0.188478762
subject_52 	 sell_subject_52 	 s 	8999.754196	4313.297136	0.602881078	-0.285240763	0.18937026	0.190354264
subject_52 	 send_subject_52 	 s 	8810.160553	3802.129021	1.082686558	0.162315742	0.213812787	0.052984072
subject_52 	 set_subject_52 	 s 	8210.135521	2858.967925	3.194270502	0.327272375	0.216423154	0.10526328
subject_52 	 sick_subject_52 	 s 	8162.838236	3713.761959	1.192035961	-0.551315268	0.22366099	0.166346811
subject_52 	 side_subject_52 	 s 	9074.964101	3417.131337	1.934308942	0.369602055	0.153774346	0.08558618
subject_52 	 sigh_subject_52 	 s 	6870.810544	4898.848431	-0.360234046	0.071241063	0.178928792	0.421475271
subject_52 	 sin_subject_52 	 s 	8879.185251	3437.841669	2.568395699	0.360511987	0.193523117	0.096085449
subject_52 	 sip_subject_52 	 s 	8628.185312	3137.548292	2.279865696	0.108260909	0.170860385	0.093401197
subject_52 	 sob_subject_52 	 s 	7365.411667	3517.245546	1.578587946	0.282961045	0.151638592	0.08268444
subject_52 	 sock_subject_52 	 s 	8557.793225	3478.272707	0.644346433	0.204606729	0.181895118	0.056889632
subject_52 	 soft_subject_52 	 s 	8399.580109	3296.96686	1.044493826	0.138143796	0.214821338	0.071468847
subject_52 	 son_subject_52 	 s 	8508.362095	2862.093928	1.873640607	0.643293784	0.195896177	0.122973819
subject_52 	 soon_subject_52 	 s 	7369.034158	3220.312141	3.307784097	1.098343701	0.274978432	0.055551233
subject_52 	 sore_subject_52 	 s 	7994.051697	3278.69075	1.790416494	0.50085292	0.180530608	0.076794667
subject_52 	 soup_subject_52 	 s 	7989.230208	3365.948123	1.21125258	0.752009536	0.205981686	0.12658978
subject_52 	 suck_subject_52 	 s 	7824.387583	3510.763833	1.156904562	-0.230706403	0.165817631	0.081983478
subject_52 	 surf_subject_52 	 s 	7162.366153	3243.263947	2.064277162	0.616064513	0.230068111	0.131119248
subject_52 	 sword_subject_52 	 s 	5226.048618	4142.12929	0.787225445	0.83403074	0.149028225	0.171854487
subject_52 	 chef_subject_52 	 sh 	4975.13018	3603.552548	3.243582653	1.570516112	0.147723041	0.04600618
subject_52 	 shack_subject_52 	 sh 	5378.905543	3342.270183	3.809315055	1.707224684	0.167656753	0.059896364
subject_52 	 shag_subject_52 	 sh 	5085.652899	3189.240858	4.745184075	1.781961416	0.160181611	0.066195317
subject_52 	 shall_subject_52 	 sh 	5218.332948	2956.445175	5.28233648	1.911697524	0.182251077	0.078530024
subject_52 	 sham_subject_52 	 sh 	5179.5104	3246.460176	4.333973619	1.620894115	0.202718728	0.078284153
subject_52 	 shank_subject_52 	 sh 	5687.675049	3442.651022	2.57135231	1.366043512	0.17691169	0.06460369
subject_52 	 shawl_subject_52 	 sh 	5779.144997	3860.7242	1.73338728	1.313565129	0.164453121	0.031847846
subject_52 	 she_subject_52 	 sh 	5482.460537	3518.299323	2.914696616	1.556787081	0.237543396	0.098530068
subject_52 	 shed_subject_52 	 sh 	5234.351919	3394.896705	3.778731579	1.559005366	0.16797795	0.056162131
subject_52 	 sheen_subject_52 	 sh 	5431.436221	3190.932269	4.926516907	1.885341646	0.260799393	0.096895902
subject_52 	 sheep_subject_52 	 sh 	5654.580138	3358.501841	3.931989263	1.750459802	0.17691169	0.077717074
subject_52 	 sheet_subject_52 	 sh 	5561.563271	3125.133913	4.019740416	1.719808765	0.283402798	0.086729907
subject_52 	 shelf_subject_52 	 sh 	5534.493973	3198.611922	4.295888467	1.680492566	0.154842224	0.04929871
subject_52 	 shell_subject_52 	 sh 	5356.378649	3064.494269	4.867480797	1.789929226	0.149502837	0.046242484
subject_52 	 shelve_subject_52 	 sh 	5285.288486	3187.279416	3.938842671	1.391109865	0.215355277	0.067721371
subject_52 	 shield_subject_52 	 sh 	5262.322542	3632.841459	3.134943881	1.540470421	0.202184789	0.039421053
subject_52 	 shift_subject_52 	 sh 	5510.300738	3523.971959	3.107208416	1.54226185	0.223364357	0.092258647
subject_52 	 shin_subject_52 	 sh 	5671.429721	3799.135631	2.255413595	1.451878117	0.210516195	0.061665008
subject_52 	 shine_subject_52 	 sh 	5237.709185	3523.845631	3.269916755	1.578660587	0.162317366	0.045954624
subject_52 	 ship_subject_52 	 sh 	5296.749664	3425.219679	3.23730739	1.559292297	0.18509875	0.097041315
subject_52 	 shirt_subject_52 	 sh 	5830.341702	3739.580347	2.307411864	1.42171587	0.191743321	0.0349477
subject_52 	 shock_subject_52 	 sh 	5224.038057	3931.13103	1.7405012	1.187653608	0.210134543	0.113787026
subject_52 	 shoe_subject_52 	 sh 	5266.14441	3205.827388	5.295929845	1.947156139	0.169436548	0.058834168
subject_52 	 shoot_subject_52 	 sh 	4814.688501	4021.387108	1.86383989	1.296511329	0.215177297	0.201789375
subject_52 	 shop_subject_52 	 sh 	5286.318022	4284.554454	1.423628251	1.307508249	0.163478682	0.094925042
subject_52 	 shore_subject_52 	 sh 	5180.23579	3687.09178	2.408884835	1.359412734	0.223067725	0.056744343
subject_52 	 shot_subject_52 	 sh 	5200.59847	3595.132148	2.632364029	1.332101794	0.172758834	0.108419426
subject_52 	 shove_subject_52 	 sh 	5833.736489	3220.879832	3.814902236	1.682270578	0.182725689	0.076627048
subject_52 	 shut_subject_52 	 sh 	4898.399301	3404.257345	3.842535123	1.674450417	0.1646311	0.056368541
subject_52 	 shy_subject_52 	 sh 	5249.81024	3110.42707	4.53955401	1.633513905	0.212507604	0.076472594
subject_53 	 sack_subject_53 	 s 	7153.998686	3397.142164	1.990598079	0.8263787	0.193106884	0.035865295
subject_53 	 sad_subject_53 	 s 	7180.712065	3866.31766	1.165231498	0.671570114	0.152053877	0.037773053
subject_53 	 sap_subject_53 	 s 	7412.002992	3599.138204	0.427936873	0.374306084	0.195065606	0.03610447
subject_53 	 sat_subject_53 	 s 	6920.762904	3971.756267	0.600110812	0.429745063	0.178157547	0.037279467
subject_53 	 sax_subject_53 	 s 	6416.850994	3711.515086	0.560707453	0.524543244	0.142027695	0.039508681
subject_53 	 scent_subject_53 	 s 	7204.493622	3620.413693	1.308035118	0.609105832	0.219270827	0.062000715
subject_53 	 seal_subject_53 	 s 	6682.58886	3529.5645	1.88606889	0.79813473	0.20592236	0.062103431
subject_53 	 seat_subject_53 	 s 	6603.237745	3798.531844	0.771245332	0.66261189	0.174419976	0.042690661
subject_53 	 see_subject_53 	 s 	7265.700606	3355.505425	2.057312073	0.982167876	0.228703744	0.068942712
subject_53 	 seek_subject_53 	 s 	7288.956126	3799.094056	0.68241978	0.776699246	0.185810669	0.039533045
subject_53 	 seem_subject_53 	 s 	7945.607702	3799.370692	0.936339539	0.61812264	0.202956034	0.05589067
subject_53 	 self_subject_53 	 s 	6078.817619	3818.188438	1.423109383	0.695957176	0.161961407	0.059665653
subject_53 	 sell_subject_53 	 s 	6829.859901	4237.182866	0.35366179	0.336136818	0.175606507	0.102340321
subject_53 	 send_subject_53 	 s 	7252.178457	3884.924089	0.262659248	0.359261605	0.174301323	0.032161966
subject_53 	 set_subject_53 	 s 	6674.813953	4113.731566	0.609910407	0.487587474	0.190438137	0.083020278
subject_53 	 sick_subject_53 	 s 	7585.126225	3509.723086	1.057446496	0.602320087	0.185810669	0.088514397
subject_53 	 side_subject_53 	 s 	7119.297739	3745.132106	0.666185872	0.655752258	0.180471282	0.031300792
subject_53 	 sigh_subject_53 	 s 	5482.906512	4272.74809	0.157162189	0.530699108	0.125712901	0.075932974
subject_53 	 sin_subject_53 	 s 	7120.613316	3318.501993	2.284575152	0.809473079	0.223542337	0.077970803
subject_53 	 sip_subject_53 	 s 	6058.306621	4408.22008	0.707790638	0.793662576	0.214168746	0.070161698
subject_53 	 sob_subject_53 	 s 	6794.516192	3949.140603	0.794467321	0.709554585	0.174301323	0.031871549
subject_53 	 sock_subject_53 	 s 	6874.093521	3350.57116	2.999248596	1.321213124	0.238829647	0.04827794
subject_53 	 soft_subject_53 	 s 	6925.516893	3885.56119	0.723829977	0.745253865	0.187579581	0.030431737
subject_53 	 son_subject_53 	 s 	6843.464989	3869.101065	1.100601331	0.765452203	0.146883124	0.032107051
subject_53 	 soon_subject_53 	 s 	6578.904037	3524.651765	1.381657617	0.650319732	0.191699826	0.032886645
subject_53 	 sore_subject_53 	 s 	7695.139099	3387.846274	1.050767612	0.327389141	0.275839568	0.050395592
subject_53 	 soup_subject_53 	 s 	6520.852106	4134.984315	0.041929087	0.336598907	0.208180806	0.041393697
subject_53 	 suck_subject_53 	 s 	6965.613075	3384.4411	1.512564952	0.75038775	0.204711126	0.067889671
subject_53 	 surf_subject_53 	 s 	6491.712002	3491.660672	1.703171476	0.870072929	0.183170196	0.03513279
subject_53 	 sword_subject_53 	 s 	7238.256916	4119.979561	-0.235966802	0.253524827	0.185772456	0.062519233
subject_53 	 chef_subject_53 	 sh 	5325.491566	3419.805416	3.270655372	1.524480925	0.156135605	0.059979046
subject_53 	 shack_subject_53 	 sh 	5310.85839	3242.50759	3.40489338	1.534705751	0.186495306	0.043234441
subject_53 	 shag_subject_53 	 sh 	5487.461682	3163.738356	3.281015259	1.503925326	0.267815933	0.058787074
subject_53 	 shall_subject_53 	 sh 	5360.051791	3126.358145	2.60330466	1.335124944	0.195603216	0.05467906
subject_53 	 sham_subject_53 	 sh 	5875.588576	3878.704617	2.124732816	1.390763344	0.192278106	0.056658003
subject_53 	 shank_subject_53 	 sh 	5215.719537	3176.678714	4.53914824	1.725317382	0.172038305	0.072507671
subject_53 	 shawl_subject_53 	 sh 	6258.76026	4493.31905	0.835235253	1.245688015	0.243383602	0.042996292
subject_53 	 she_subject_53 	 sh 	5391.506047	3629.561933	2.521721832	1.392271747	0.179700515	0.055379739
subject_53 	 shed_subject_53 	 sh 	4794.933089	3037.954368	4.144710244	1.645447306	0.223794367	0.0655575
subject_53 	 sheen_subject_53 	 sh 	4305.786904	3736.595681	2.60823726	1.321712065	0.248660408	0.160444232
subject_53 	 sheep_subject_53 	 sh 	5126.057532	3745.409703	2.66959977	1.540081196	0.272369888	0.072244029
subject_53 	 sheet_subject_53 	 sh 	5209.300494	3245.080098	3.054022122	1.461549104	0.265936523	0.06406702
subject_53 	 shelf_subject_53 	 sh 	5366.119099	3160.004745	3.953889025	1.630876642	0.208180806	0.049105217
subject_53 	 shell_subject_53 	 sh 	5557.112999	3462.662814	2.876030605	1.283624394	0.295934799	0.111882983
subject_53 	 shelve_subject_53 	 sh 	5802.226115	3949.320431	1.897615457	1.409869889	0.183603906	0.056226334
subject_53 	 shield_subject_53 	 sh 	6193.995538	4168.442623	1.083448966	1.175215321	0.233046847	0.072462424
subject_53 	 shift_subject_53 	 sh 	5719.471606	3244.454918	2.584124171	1.276012521	0.199506606	0.057558372
subject_53 	 shin_subject_53 	 sh 	5773.650185	3543.954908	3.025538449	1.565551572	0.194302086	0.081483963
subject_53 	 shine_subject_53 	 sh 	5686.922912	3478.499917	3.010518356	1.526033915	0.197338056	0.065474822
subject_53 	 ship_subject_53 	 sh 	5303.758513	3239.248904	3.354117807	1.548247905	0.249383258	0.051392965
subject_53 	 shirt_subject_53 	 sh 	5749.664738	3745.759282	1.908066615	1.263734212	0.222637807	0.072443529
subject_53 	 shock_subject_53 	 sh 	5511.033488	3329.001876	2.174412454	1.224957073	0.195458646	0.054020138
subject_53 	 shoe_subject_53 	 sh 	5315.620868	3340.301154	3.692784782	1.605774815	0.317692585	0.041339671
subject_53 	 shoot_subject_53 	 sh 	5394.351619	3067.745911	3.325090613	1.459133746	0.226685767	0.081689667
subject_53 	 shop_subject_53 	 sh 	5849.622915	4096.213149	1.82070017	1.452005904	0.171026315	0.042066367
subject_53 	 shore_subject_53 	 sh 	5524.977514	3374.151271	3.206926646	1.549962939	0.200174649	0.059159276
subject_53 	 shot_subject_53 	 sh 	6318.93845	4028.655969	1.763904	1.257027132	0.208180806	0.069362777
subject_53 	 shove_subject_53 	 sh 	5538.863876	3722.467216	2.907280084	1.589641997	0.246916107	0.035513328
subject_53 	 shut_subject_53 	 sh 	5236.621811	3672.378978	4.750328472	1.949205529	0.216132157	0.039013177
subject_53 	 shy_subject_53 	 sh 	5207.929064	3186.519268	3.788016098	1.531225094	0.135895804	0.040143032
subject_55 	 sack_subject_55 	 s 	8427.34638	4106.14028	0.079673704	0.760738761	0.310102659	0.094000366
subject_55 	 sad_subject_55 	 s 	8203.483806	3754.794436	0.231200836	0.770700188	0.32398138	0.123392071
subject_55 	 sap_subject_55 	 s 	8556.917424	3901.756891	0.009642337	0.591053366	0.259358588	0.090120413
subject_55 	 sat_subject_55 	 s 	8065.677426	4182.019757	0.259778763	0.629193386	0.222926947	0.080907741
subject_55 	 sax_subject_55 	 s 	8532.715005	4007.26641	0.227121121	0.837534508	0.216276727	0.08656148
subject_55 	 scent_subject_55 	 s 	8198.336578	3837.649199	0.738576616	0.87874073	0.347112581	0.072870905
subject_55 	 seal_subject_55 	 s 	8298.859186	3887.029126	0.157357643	0.695734288	0.319861135	0.080371945
subject_55 	 seat_subject_55 	 s 	8730.63028	3844.751652	0.319331548	0.714966523	0.310102659	0.097175528
subject_55 	 see_subject_55 	 s 	8922.711558	3823.622536	-0.074752846	0.45626743	0.242877607	0.081634004
subject_55 	 seek_subject_55 	 s 	8261.772377	3650.871994	0.642228867	0.766789517	0.274249298	0.075095406
subject_55 	 seem_subject_55 	 s 	8383.339421	4035.218722	0.300879027	0.817973629	0.255021488	0.084801102
subject_55 	 self_subject_55 	 s 	8054.275192	3867.899895	0.227134618	0.513970206	0.209337366	0.053613696
subject_55 	 sell_subject_55 	 s 	8219.850361	3817.052038	0.45485962	0.803182023	0.235793677	0.067925249
subject_55 	 send_subject_55 	 s 	8500.465597	4082.827071	0.259227803	0.83705114	0.300561039	0.105800054
subject_55 	 set_subject_55 	 s 	8007.644308	3784.353228	0.882692547	0.864172371	0.229721737	0.079278678
subject_55 	 sick_subject_55 	 s 	8448.448197	3968.237562	0.394002228	0.809773331	0.259069448	0.091897902
subject_55 	 side_subject_55 	 s 	8691.969009	3913.689739	0.008420063	0.616813456	0.213385327	0.067117889
subject_55 	 sigh_subject_55 	 s 	8458.295931	3881.879037	0.017971936	0.638433116	0.226685767	0.101078755
subject_55 	 sin_subject_55 	 s 	8727.376495	3883.131424	0.188965394	0.695728021	0.258057458	0.082692725
subject_55 	 sip_subject_55 	 s 	8285.839028	3678.063447	0.568053848	0.789595686	0.249816968	0.065929071
subject_55 	 sob_subject_55 	 s 	7683.538183	3526.035774	0.856354544	0.836138878	0.242877607	0.064637802
subject_55 	 sock_subject_55 	 s 	7823.241959	3841.139426	0.52592925	0.696980316	0.192278106	0.054738289
subject_55 	 soft_subject_55 	 s 	7573.229064	3218.495308	1.587354158	0.765823484	0.256033478	0.083679123
subject_55 	 son_subject_55 	 s 	8121.909836	3799.829162	0.021595712	0.599308549	0.210349356	0.091440367
subject_55 	 soon_subject_55 	 s 	7550.556083	3613.344611	0.613983184	0.595748658	0.267165368	0.051693365
subject_55 	 sore_subject_55 	 s 	7730.6723	3472.478055	1.073497254	0.578778766	0.217071862	0.068196931
subject_55 	 soup_subject_55 	 s 	7879.335843	3282.769887	1.759235317	0.712545902	0.32036713	0.081084941
subject_55 	 suck_subject_55 	 s 	8455.160979	3681.896451	0.012733236	0.478804065	0.212517906	0.080336646
subject_55 	 surf_subject_55 	 s 	7725.692632	3417.422231	0.785762955	0.594316784	0.200084886	0.069834642
subject_55 	 sword_subject_55 	 s 	7266.052631	3785.718043	1.790955144	1.091924972	0.242082472	0.084792474
subject_55 	 chef_subject_55 	 sh 	5158.389953	3484.967598	2.62220715	1.490687907	0.187466162	0.042724873
subject_55 	 shack_subject_55 	 sh 	5206.520029	3745.296801	2.720140091	1.565469377	0.253286648	0.070501706
subject_55 	 shag_subject_55 	 sh 	5208.166069	3811.922435	1.983987026	1.438875894	0.207024246	0.064609653
subject_55 	 shall_subject_55 	 sh 	5285.781789	3514.222111	3.482793854	1.719558511	0.387303042	0.094970736
subject_55 	 sham_subject_55 	 sh 	5460.721147	3445.854538	3.106288058	1.576056976	0.260804288	0.072956687
subject_55 	 shank_subject_55 	 sh 	5698.965436	4217.73503	1.724598251	1.461607754	0.274610723	0.080943455
subject_55 	 shawl_subject_55 	 sh 	5395.497647	4112.200915	1.833964545	1.44893309	0.199506606	0.047845261
subject_55 	 she_subject_55 	 sh 	4065.752506	4055.344958	3.229905729	1.657158414	0.221192107	0.158766311
subject_55 	 shed_subject_55 	 sh 	5030.83822	3668.504241	2.810460535	1.575214998	0.207457956	0.044168007
subject_55 	 sheen_subject_55 	 sh 	5037.558939	3324.915232	3.760437087	1.731402324	0.197338056	0.069514508
subject_55 	 sheep_subject_55 	 sh 	5127.889123	3265.191384	3.468355207	1.573080735	0.228998887	0.062502783
subject_55 	 sheet_subject_55 	 sh 	5329.521524	3359.227531	2.305434828	1.406867754	0.251985518	0.063679303
subject_55 	 shelf_subject_55 	 sh 	5126.45792	3726.757142	3.509404948	1.704799815	0.267165368	0.090865979
subject_55 	 shell_subject_55 	 sh 	5068.312252	3788.543	3.100134682	1.739499506	0.232468567	0.085818619
subject_55 	 shelve_subject_55 	 sh 	5067.686815	3333.86339	3.315333932	1.591259732	0.255527483	0.058704569
subject_55 	 shield_subject_55 	 sh 	5078.439864	3274.519664	2.833013758	1.528601897	0.220613827	0.078654918
subject_55 	 shift_subject_55 	 sh 	4939.444623	3121.527586	4.416647097	1.71263837	0.231601147	0.038294494
subject_55 	 shin_subject_55 	 sh 	5359.153046	3636.53492	3.037244759	1.6487305	0.249672398	0.053732036
subject_55 	 shine_subject_55 	 sh 	5073.769397	3469.750187	2.764825996	1.54683422	0.202976286	0.054313125
subject_55 	 ship_subject_55 	 sh 	5130.043261	3373.208674	2.920048315	1.523352266	0.258418883	0.044702563
subject_55 	 shirt_subject_55 	 sh 	3979.885042	3948.978378	2.817256123	1.565365099	0.31978885	0.220382386
subject_55 	 shock_subject_55 	 sh 	5132.030037	3480.788192	2.690851447	1.506440601	0.263117408	0.054454601
subject_55 	 shoe_subject_55 	 sh 	4645.158765	4049.95917	2.567009294	1.537307897	0.233986552	0.11653252
subject_55 	 shoot_subject_55 	 sh 	5318.680008	3662.583293	2.839480147	1.595856913	0.248949548	0.049261204
subject_55 	 shop_subject_55 	 sh 	4936.597434	3799.534336	2.837071695	1.537251055	0.264563108	0.112672655
subject_55 	 shore_subject_55 	 sh 	5221.794264	3853.603865	2.519207628	1.549419213	0.276743131	0.043181438
subject_55 	 shove_subject_55 	 sh 	5140.365306	3528.731038	2.285686449	1.390765635	0.154400765	0.032634251
subject_55 	 shut_subject_55 	 sh 	5034.26192	3546.397565	2.844775293	1.489516946	0.202976286	0.043855535
subject_55 	 shy_subject_55 	 sh 	4814.470218	3355.268432	3.857267854	1.652176249	0.230733727	0.058752399
subject_56 	 sack_subject_56 	 s 	7585.882706	3400.174257	1.6141933	0.898538891	0.209626506	0.083219045
subject_56 	 sad_subject_56 	 s 	7702.265081	3823.008733	0.574436954	0.594742745	0.198350046	0.055910974
subject_56 	 sap_subject_56 	 s 	8053.367807	3523.867239	1.238215378	0.80995948	0.271068758	0.096844786
subject_56 	 sat_subject_56 	 s 	7871.851683	3732.101372	0.822858422	0.586343605	0.261382568	0.08416039
subject_56 	 sax_subject_56 	 s 	7823.255251	4042.567807	0.466061397	0.446765703	0.230733727	0.095497155
subject_56 	 scent_subject_56 	 s 	7937.219232	3690.872506	0.748438552	0.76578506	0.207602526	0.082065342
subject_56 	 seal_subject_56 	 s 	8618.768807	3790.550522	0.176354578	0.457343067	0.215409307	0.096640492
subject_56 	 seat_subject_56 	 s 	8132.285889	3818.636231	0.261376225	0.60160798	0.196398351	0.085052021
subject_56 	 see_subject_56 	 s 	8101.046349	3552.018419	0.984715672	0.772757126	0.283646349	0.098939434
subject_56 	 seek_subject_56 	 s 	8206.685759	3855.130547	0.039524006	0.504669059	0.191627541	0.084146208
subject_56 	 seem_subject_56 	 s 	8020.447875	3908.45085	0.23599893	0.551137109	0.279309249	0.065014246
subject_56 	 self_subject_56 	 s 	7464.649219	3790.839796	0.721782709	0.598985409	0.221914957	0.04693174
subject_56 	 sell_subject_56 	 s 	8328.074378	3543.084086	0.900923226	0.718346899	0.218589847	0.101569242
subject_56 	 send_subject_56 	 s 	7620.937417	3858.311591	0.602871567	0.61946511	0.250973528	0.065517188
subject_56 	 set_subject_56 	 s 	7978.552876	3770.780652	0.463040201	0.458254841	0.236155102	0.091944091
subject_56 	 sick_subject_56 	 s 	8279.266939	3937.387228	0.21655106	0.548156116	0.213385327	0.080843479
subject_56 	 side_subject_56 	 s 	8313.096647	3791.106529	0.496243319	0.767185226	0.275641927	0.07787762
subject_56 	 sin_subject_56 	 s 	7810.428947	3920.449618	0.304914528	0.513234413	0.193217811	0.080057778
subject_56 	 sip_subject_56 	 s 	7563.970712	3782.04478	0.742048889	0.620836139	0.213385327	0.067346917
subject_56 	 sob_subject_56 	 s 	7512.730754	3983.885793	0.519094671	0.547004286	0.216638152	0.098862398
subject_56 	 sock_subject_56 	 s 	7743.675217	4176.703083	0.084964179	0.409933447	0.214035892	0.08628839
subject_56 	 soft_subject_56 	 s 	7203.095828	3503.216507	1.106432178	0.711014036	0.190037271	0.096933121
subject_56 	 son_subject_56 	 s 	7853.42183	3889.036925	0.289136839	0.516316792	0.202398006	0.072517911
subject_56 	 soon_subject_56 	 s 	6858.879894	3231.739833	2.837846253	1.155394175	0.184182186	0.103344558
subject_56 	 sore_subject_56 	 s 	6899.935594	3390.841699	1.68392454	0.850644374	0.143774869	0.072382969
subject_56 	 soup_subject_56 	 s 	7260.817292	2990.074277	2.47058734	0.933240744	0.205289406	0.103935087
subject_56 	 suck_subject_56 	 s 	8828.513201	4136.446515	-0.096833594	0.208425072	0.391206432	0.158199139
subject_56 	 surf_subject_56 	 s 	7116.755066	3318.999735	2.137140786	1.033936175	0.254443208	0.055984677
subject_56 	 sword_subject_56 	 s 	7155.706733	3159.694731	2.715374194	0.915967281	0.234203407	0.140463117
subject_56 	 chef_subject_56 	 sh 	5039.546415	3687.927738	2.85758229	1.589923538	0.191555256	0.071726381
subject_56 	 shack_subject_56 	 sh 	5302.461184	3835.783578	2.430670923	1.607725745	0.393230412	0.106478457
subject_56 	 shag_subject_56 	 sh 	4917.233412	3653.112933	3.058459874	1.651926409	0.197771766	0.059575828
subject_56 	 shall_subject_56 	 sh 	3723.007392	3508.208508	3.328596521	1.584855152	0.215337022	0.248480739
subject_56 	 sham_subject_56 	 sh 	4729.997877	3881.766253	2.727958571	1.599758954	0.268177358	0.127053703
subject_56 	 shank_subject_56 	 sh 	5490.75352	4067.127975	2.14563948	1.578777115	0.286248609	0.153408664
subject_56 	 shawl_subject_56 	 sh 	5027.148359	3673.478322	3.086061389	1.669556299	0.243600457	0.062948731
subject_56 	 she_subject_56 	 sh 	5165.731993	3654.394979	3.354195471	1.74181027	0.226685767	0.092351043
subject_56 	 shed_subject_56 	 sh 	4644.117126	3706.80552	2.696041086	1.501802199	0.187941006	0.100509535
subject_56 	 sheen_subject_56 	 sh 	5482.266524	3870.632633	1.985197486	1.45038397	0.208180806	0.067555979
subject_56 	 sheep_subject_56 	 sh 	4839.210568	3379.472252	3.835805671	1.802382564	0.245190727	0.057101698
subject_56 	 sheet_subject_56 	 sh 	5380.353401	3730.032792	2.365066551	1.520799821	0.207096531	0.069840537
subject_56 	 shelf_subject_56 	 sh 	4968.232821	3670.475278	2.93603736	1.558251039	0.180423366	0.06195604
subject_56 	 shell_subject_56 	 sh 	4784.685437	3444.503957	3.595109431	1.689063553	0.226685767	0.052842056
subject_56 	 shelve_subject_56 	 sh 	4912.619916	3544.86847	3.006795506	1.679743798	0.209120511	0.077309943
subject_56 	 shield_subject_56 	 sh 	5137.227876	3458.624576	2.93794588	1.61805629	0.247214708	0.056314259
subject_56 	 shift_subject_56 	 sh 	5179.966788	3583.854001	2.475483737	1.545746435	0.165532655	0.053236372
subject_56 	 shin_subject_56 	 sh 	4428.853408	3812.938256	3.206576723	1.669302716	0.173484005	0.088438732
subject_56 	 ship_subject_56 	 sh 	5002.782946	3568.421868	3.094413166	1.697924716	0.237311662	0.069611794
subject_56 	 shirt_subject_56 	 sh 	4594.418116	3388.244324	3.72239819	1.728613513	0.197771766	0.067137607
subject_56 	 shock_subject_56 	 sh 	5030.180753	4040.364288	2.320723873	1.554434082	0.273237308	0.138883666
subject_56 	 shoot_subject_56 	 sh 	4714.634411	3436.49909	3.689158497	1.719311341	0.214686457	0.063119435
subject_56 	 shop_subject_56 	 sh 	4913.711456	3456.286734	3.172802583	1.653840715	0.229866307	0.05936316
subject_56 	 shore_subject_56 	 sh 	5387.654986	3861.715068	1.967846425	1.365892305	0.190832406	0.037675665
subject_56 	 shot_subject_56 	 sh 	4117.719591	3936.82558	3.242519693	1.747562531	0.216438174	0.09393879
subject_56 	 shove_subject_56 	 sh 	4750.420669	3401.940957	4.07459194	1.906449485	0.221842672	0.066516085
subject_56 	 shy_subject_56 	 sh 	5063.274062	3756.366854	3.091963376	1.742359424	0.257334608	0.107702315
subject_57 	 sack_subject_57 	 s 	7753.177443	4502.880423	-0.098400091	-0.075680051	0.160761845	0.024426482
subject_57 	 sad_subject_57 	 s 	7338.426473	3758.291964	0.96309818	-0.023587932	0.133582684	0.032876105
subject_57 	 sap_subject_57 	 s 	5027.846353	5076.545912	-0.749680865	0.499905294	0.151798505	0.270373932
subject_57 	 sat_subject_57 	 s 	6726.311312	4941.602364	-0.33458813	0.256352525	0.216855007	0.038463166
subject_57 	 sax_subject_57 	 s 	7525.760538	4779.551983	-0.401545893	0.058918041	0.149629955	0.023499133
